"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"República de Moldova","MDA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30530","24600","20320","17410","14140","12140","10400","9580","8650","7350","6710","7020","7180","7770","7780","8180","7980","8140","8150","7640","8300","8350","8140","7180","7710","8020","8140","8160","8590","","","",
"Madagascar","MDG","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","890","950","960","1000","1210","1370","1310","1420","1630","1670","1650","1670","1120","1550","1650","1710","1640","1720","1780","1690","1870","2190","2740","2930","3050","3320","3220","3500","3370","","","",
"Maldivas","MDV","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","160","230","200","200","260","280","340","310","430","460","480","610","530","740","710","870","870","870","910","960","1010","1140","1130","1360","1350","1750","1820","1910","","","",
"Oriente Medio y Norte de África","MEA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848733.423140555","915634.260800718","957127.046434668","1008696.65143686","1079676.44090511","1117281.16163825","1154905.97573005","1190802.76097705","1198146.88356747","1242442.69273456","1287903.91670396","1352554.29819415","1411257.04552082","1461108.66835755","1546997.72995189","1672058.79425489","1771932.83347695","1862865.32809508","1974915.94266541","2058775.57503504","2142444.3204974","2183967.24616934","2311027.59965907","2354730.65474568","2447180.19794268","2480947.08717166","2498488.58928228","2532456.41209787","2535028.36200642","","","",
"México","MEX","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267700","286100","289760","300830","325980","306520","326080","349230","373120","360470","384480","382760","388740","407000","414190","432390","449710","462410","477410","461760","468940","480960","480710","469860","458320","472590","479250","471810","472140","","","",
"Islas Marshall","MHL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","80","90","90","90","90","90","100","100","100","110","120","110","130","140","140","140","130","140","140","140","140","140","150","150","180","180","190","","","",
" Ingreso mediano","MIC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8801598.28770379","8939738.34864259","8875091.54246652","8907564.40481964","8823839.67586727","9241051.89227161","9321923.73411836","9450053.40061648","9564839.56356446","9577352.22630841","9963132.63389992","10279642.9405409","10702801.1742811","11561176.2108005","12562864.0026823","13471689.2932372","14418711.3346098","15328171.5645509","15825052.3773215","16247860.4572372","17478642.8177428","18694392.4468947","19266176.6960505","19786567.4195732","20007044.1432675","19939366.8267474","20040242.2590464","20528876.0873727","21178616.3581751","","","",
"Macedonia del Norte","MKD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8590","8380","8590","8890","8590","8570","10110","9040","9880","9140","8820","8990","8430","9210","8920","9360","9370","9810","9580","8960","8730","9640","9130","8240","7780","7480","7390","7860","7370","","","",
"Malí","MLI","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420","430","450","460","470","470","490","530","770","800","1410","1610","1400","1400","1480","1650","1890","2070","2090","2510","2780","3120","3110","3050","3120","3410","4420","5050","5620","","","",
"Malta","MLT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320","2210","2170","2810","2510","2380","2320","2470","2370","2410","2130","2490","2320","2610","2600","2620","2650","2710","2720","2510","2580","2570","2710","2370","2350","1650","1350","1520","1550","","","",
"Myanmar","MMR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4190","4120","4290","4810","5650","6940","7310","7250","7910","9040","9600","8510","8430","10870","10510","11080","10210","10520","8030","7630","8280","8580","11790","13590","17040","19010","21890","31400","32520","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528147.295754303","555714.146336587","596220.332725736","627193.867813421","671763.814354414","695428.646482439","715454.290414784","758457.364260414","738916.945420827","766443.360578714","795152.511900198","833970.519320795","860384.960307779","886556.788748385","943166.382903423","1029415.14314106","1083911.98637139","1134072.13033519","1177570.53812968","1237829.42933649","1257925.83526153","1266740.75777996","1329253.92389688","1355931.19514244","1404554.79297918","1391180.77636005","1404291.9627206","1442028.32253859","1476984.74692933","","","",
"Montenegro","MNE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2010","2180","2100","2690","1750","2580","2540","2330","2270","2220","2360","2110","2230","2520","","","",
"Mongolia","MNG","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12970","14760","12860","11850","10320","10280","8690","8520","8550","8610","9000","8970","9600","9310","9560","11060","12420","13020","12970","13640","14310","15730","17140","18380","18120","17300","18170","19470","21320","","","",
"Mariana","MNP","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","940","1100","1290","1100","1170","1160","1290","1240","1230","1430","1410","1570","1910","1910","1710","1860","2230","2240","2510","2720","3200","3070","3460","4470","5640","5790","6020","6640","","","",
"Mauritania","MRT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","860","890","910","950","1000","1060","1050","990","1110","1120","1180","1270","1300","1410","1450","1460","1720","1800","1990","2070","2190","2400","2200","2520","2950","2810","3800","4000","","","",
"Mauricio","MUS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1250","1320","1470","1510","1550","1610","1620","1790","2200","2430","2570","2610","2750","2770","2960","3300","3400","3470","3420","3660","3640","3730","3820","3950","3960","4040","4180","4130","","","",
"Malawi","MWI","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720","790","790","880","910","910","910","950","920","960","880","880","860","880","910","910","930","980","1100","1120","1040","1140","1120","1210","1100","1200","1360","1500","1570","","","",
"Malasia","MYS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56190","63330","68870","71190","77000","83880","95710","102500","103040","111820","121650","126770","136330","143810","157470","166410","172680","188340","201130","181020","199110","201670","203280","219820","231680","232550","228640","222890","239620","","","",
"América del Norte","NAC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5265855.02953733","5222750.74539","5307958.982189","5424827.71082515","5513877.22056743","5578248.55231216","5748174.86347729","6028517.76513167","6079474.6515198","6107463.92676794","6293495.57501295","6258263.89973635","6121658.63069113","6207046.92715935","6279360.89097949","6308140.42810919","6199704.49398132","6313672.2612801","6115566.61188266","5682233.01128441","5929865.07303121","5721716.09541749","5499172.34758146","5647721.57468467","5666287.72724383","5543427.01294877","5440923.04459007","5377762.11395508","5557541.69035232","","","",
"Namibia","NAM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","1220","1420","1640","1770","1920","1970","2020","1980","1940","2460","2130","2270","2380","2530","2540","2620","2960","3030","3130","3320","3540","3820","4000","4270","4360","4330","4250","","","",
"Nueva Caledonia","NCL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","570","530","600","580","560","640","650","700","680","670","660","700","760","790","760","750","820","860","1080","1370","1410","1890","1790","1980","1970","1970","2070","2290","","","",
"Nigeria","NGA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67850","75570","86400","84410","80530","81540","87180","83540","76640","74660","76070","85150","86110","88680","88630","98440","92200","90130","91530","74240","90730","102090","100680","110720","116200","108150","108420","112920","130670","","","",
"Nicaragua","NIC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1930","1920","2240","2200","2530","2650","2820","3020","3520","3540","3770","3930","4060","4530","4500","4300","4510","4670","4460","4390","4510","4770","4690","4490","4760","5270","5380","5400","5210","","","",
"Países Bajos","NLD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148350","154470","153260","158270","157420","164340","173920","166480","166920","161640","162300","167400","167500","170460","172160","167970","163710","164630","165390","160540","171160","158870","157520","157120","149890","158110","158270","155910","151170","","","",
"Noruega","NOR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29200","27260","30450","32030","33670","33100","34050","35810","37530","39370","34080","34780","34470","37120","37460","36370","37360","38000","37070","37450","41860","40160","39110","38210","38280","38640","37950","36900","37350","","","",
"Nepal","NPL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940","1180","1230","1410","1740","1890","1960","2190","2320","3120","3220","3470","2790","3020","2810","3190","2620","2690","2990","3880","4640","5200","6000","6090","7130","6460","9340","11030","12030","","","",
"Nauru","NRU","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","130","120","110","110","110","100","100","100","90","90","80","80","70","70","70","50","40","40","40","40","40","40","50","50","50","60","70","70","","","",
"Nueva Zelandia","NZL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22310","22610","24390","23910","24280","24380","25500","27820","27340","28710","29500","31720","31580","33440","32870","34260","34310","33390","34370","31320","31130","30350","32010","31750","31790","32190","31180","32920","32210","","","",
"Miembros OCDE","OED","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11335120","11381640","11414640","11514160","11709340","11864240","12243580","12507080","12510280","12561260","12882420","12900160","12796390","13022110","13151290","13190770","13124420","13294680","12976000","12207250","12688450","12449720","12262310","12321670","12094430","12032840","11961830","11924640","11998460","","","",
"Omán","OMN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11890","16100","14900","14080","13810","15600","15820","17240","17280","20430","22540","25280","26940","27670","27520","27870","37520","41030","40080","42730","46470","52380","58650","60990","64470","68300","69540","69900","73370","","","",
"Otros Estados pequeos","OSS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85817.4247266043","83985.1347173632","79921.1731833193","78481.428016736","79645.4773003565","79512.7348381893","83382.6881582964","86466.3976640281","88855.7619830388","91071.5400053692","91010.2742535997","94808.750863309","100639.20824004","107958.052716527","113615.376789577","128202.098859008","136148.26119242","145468.94908098","152953.591884926","150826.588836083","161190.712182566","165825.973543722","174514.580337579","180223.376256406","186664.58360243","185611.115111258","187567.556594863","191711.199326806","196677.550785188","","","",
"Pakistán","PAK","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61050","60310","66920","73740","76250","82730","85820","89320","90170","98750","98370","99810","102300","105660","118650","121670","132480","146260","142160","145140","140620","141640","143750","145100","153670","163590","180570","197700","208370","","","",
"Panamá","PAN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2690","3130","3640","3800","4040","4360","4410","4640","5720","5010","5280","6220","5410","5530","5610","7120","7490","7480","7300","8700","9190","9990","10460","10610","11280","10700","10770","10250","10140","","","",
"Perú","PER","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20630","19750","20690","21540","22360","25400","27740","27950","26640","28840","28430","26360","27550","26940","31300","31350","31080","34110","38560","41680","45570","48580","48370","49520","52810","53820","56530","53990","54280","","","",
"Filipinas","PHL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40840","40360","43730","47460","51500","61800","67490","75330","74930","72430","73190","71670","72940","74770","76320","78100","70810","74560","76730","77520","83570","84470","88060","97800","104410","113670","124920","136590","142240","","","",
"Palau","PLW","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","200","200","200","200","200","200","200","200","210","220","220","220","230","260","250","240","210","200","210","220","210","220","220","220","260","270","290","","","",
"Papua Nueva Guinea","PNG","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170","2180","2180","2210","2050","2130","2230","2400","2650","2600","2820","3380","3610","4070","4910","4880","4740","5040","4740","5010","5020","5150","4900","5230","5870","6430","7630","7700","7460","","","",
"Polonia","POL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350220","351630","343370","344020","339750","340000","355320","344630","318410","308980","295710","293600","287280","297700","301820","301350","314090","313370","308320","297260","313740","310590","303350","298330","285740","289050","299740","312820","312740","","","",
"previa al dividendo demográfico","PRE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182313.299291816","171655.881321512","201544.957215567","225494.173645198","234350.86500408","237694.717864067","248278.564453933","265580.241564312","225142.717638893","210281.149372288","223756.976814034","244402.506784399","244954.794794307","246750.989471632","258581.791284851","288735.785728212","287652.048157536","286036.476408657","305463.475823747","320043.759992201","359409.523786313","389533.414408267","411740","437620","457320","451320","468160","475380","508150","","","",
"Puerto Rico","PRI","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123370","117350","104700","96710","88760","83420","74010","67520","60940","66580","71820","74390","71200","72740","74320","77590","78940","65640","72830","55360","51620","37040","38500","27820","31420","25300","30090","22380","18120","","","",
"Portugal","PRT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41070","42770","46770","45790","47300","50690","48740","50930","55600","62210","61660","61380","65610","60520","62130","65470","60450","58800","56840","56300","50940","49870","48220","46560","45930","49850","48760","53330","49780","","","",
"Paraguay","PRY","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2070","2020","2470","2820","3340","3780","3720","4110","4270","4270","3520","3620","3780","3940","3970","3700","3830","3950","4180","4370","5040","5220","5180","5300","5630","6370","7150","8000","8420","","","",
"Ribera Occidental y Gaza","PSE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1678.35820895522","1704.17910447761","1730","1750","1760","1810","1880","1880","1890","1930","2010","2270","2130","2340","2790","2720","2770","2660","2270","2340","2500","2480","2410","2570","2760","2950","3490","3590","3780","","","",
"posterior al dividendo demográfico","PST","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11377718.5618547","11339421.6494057","11276506.7322158","11275982.9448808","11343370.2000843","11476351.7461525","11747603.0758049","11967674.3391361","11947911.4400764","12016739.1104509","12300067.7673064","12342212.5021003","12227966.4260887","12439354.9070603","12527774.2383273","12523936.4888157","12410828.6429741","12541523.6558688","12200679.1205063","11410183.3037861","11870431.2058424","11614853.204904","11403656.1077663","11468222.969628","11219554.9323771","11073670.08677","10964440.2817735","10860186.4564587","10948082.0003908","","","",
"Polinesia Francesa","PYF","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12540","14610","14680","15490","16250","17020","17910","19450","20810","22950","21730","23490","27600","28910","31910","41280","44980","51050","55230","57170","62270","65770","73290","74600","80400","83310","85280","87680","90170","","","",
"Rumania","ROU","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172630","142380","125990","117640","115090","120730","123950","113420","99390","85500","88880","94110","93590","99620","96730","95810","98940","96440","95210","80520","77500","83950","81730","72010","71410","72900","71140","74100","74880","","","",
"Federación de Rusia","RUS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2164870","2141420","2005430","1821790","1612870","1564900","1534380","1427060","1418510","1456150","1489500","1490530","1491720","1522190","1534120","1530850","1590090","1591510","1613140","1495170","1583160","1661780","1666860","1624020","1606860","1557530","1530900","1557190","1607550","","","",
"Rwanda","RWA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","470","480","480","460","450","460","480","480","500","520","520","520","510","520","510","510","540","530","560","570","650","720","780","810","930","1050","1050","1080","","","",
"Asia meridional","SAS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","643080","686710","717340","747010","786940","849830","891420","942110","961900","1037180","1075940","1095440","1133540","1167850","1254230","1312050","1400870","1540250","1629080","1781870","1884320","1991420","2145490","2203550","2389180","2422620","2479230","2622720","2770040","","","",
"Arabia Saudita","SAU","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166390","186610","199350","206210","218790","222400","234090","214930","230410","234530","244340","248600","266910","278110","294210","308970","328350","347530","382240","399630","439230","456670","488750","499380","536810","561140","556740","540700","514600","","","",
"Sudán","SDN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5370","4800","4530","3190","4660","4470","4260","5190","4710","5180","5550","6090","7540","7750","8510","10060","12440","13420","14510","14980","15870","15350","15210","14500","15330","17800","20480","20340","20200","","","",
"Senegal","SEN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2330","2330","2570","2500","2610","2760","2930","3210","3600","3960","4060","4450","4580","4490","5390","5670","5570","6200","6400","6650","7030","7570","7460","8010","8570","9280","9920","9570","9860","","","",
"Singapur","SGP","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29720","31290","32180","37370","39240","38880","39860","39500","37990","38470","42580","42270","41370","38220","39620","36900","37170","38290","38420","38830","42410","44770","43690","43920","44460","45500","46160","47430","47360","","","",
"Islas Salomón","SLB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","160","170","180","190","200","210","210","220","230","240","250","260","270","310","340","330","340","320","330","340","350","360","390","340","310","360","350","370","","","",
"Sierra Leona","SLE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340","360","460","460","480","250","300","230","260","150","400","430","530","580","570","480","630","540","550","550","590","770","890","1070","1180","940","960","970","1020","","","",
"El Salvador","SLV","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","3060","3350","3920","4460","4960","4390","5320","5670","5610","5630","5870","5940","6510","6680","6840","7230","7630","6910","6680","6540","6780","6770","6460","6590","7000","7170","6380","6810","","","",
"San Marino","SMR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730","700","680","640","630","590","570","550","520","500","490","510","570","580","580","580","580","620","620","610","630","630","630","650","650","650","660","660","690","","","",
"Serbia","SRB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61910","52200","48900","43210","39640","45340","52690","57270","57300","40780","43990","46170","49710","53100","57550","51510","53760","52580","51350","47070","46660","50810","45450","46150","38720","45160","46240","46900","45540","","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396052.024571611","400256.462572143","407979.742265929","417628.41958615","420764.490200096","440512.717612511","458778.074574882","473556.682100662","478496.243802499","465471.030389947","472875.363245237","521549.58382845","537199.878713378","565875.387010858","601263.889913269","617415.154544834","623046.054497029","646521.496824421","683773.60718432","654176.314553029","702239.352045346","707529.592569828","733570","764770","792250","771550","779410","795050","816540","","","",
"Sudán del Sur","SSD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1420","1450","1530","1970","1730","1520","1380","","","",
"África al sur del Sahara","SSF","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396201.738281525","400436.339241579","408159.606060606","417818.291291291","420974.396942397","440712.581490582","459017.994266994","473906.797433798","478936.527709528","465991.484848485","473455.925197925","522190.204204204","537740.286650287","566425.78023478","602014.628719629","618115.777231777","623786.748020748","647171.987987988","684474.150969151","654686.525252525","702679.36991537","707929.526617527","734020","765180","792710","772050","779950","795640","817160","","","",
"Pequeños Estados","SST","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115918.160684295","113404.694834568","110212.925256004","108800.590360587","110944.494410464","111635.420834121","115943.550299277","119885.895187203","123929.846902137","126510.66030815","125901.019346099","131418.270052655","137636.607865569","144953.277796342","151721.958578347","169947.671748483","181870.481620383","191146.006541751","195207.182318134","201905.615450538","203399.727032466","209476.449305276","219824.92683917","224217.013234369","229651.969458566","228027.499148012","227646.450556648","230975.611933831","237383.244825457","","","",
"Santo Tomé y Príncipe","STP","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","40","50","50","50","50","50","50","50","50","50","60","70","70","80","80","80","90","90","100","100","120","120","120","120","120","130","140","","","",
"Suriname","SUR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","2020","2030","2040","2040","2060","2080","2100","2100","2120","1480","1520","1120","1230","1390","1690","1530","1410","1460","1450","1740","1950","2440","2290","2640","2750","2310","2130","2080","","","",
"República Eslovaca","SVK","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54810","47940","46100","44320","41700","42370","42170","42270","41400","40660","38070","38580","38080","38340","37440","38520","37880","37220","37050","33840","35450","34130","32370","32940","30450","30750","31500","33580","33000","","","",
"Eslovenia","SVN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13530","12740","12830","13560","13610","14470","15290","15730","15500","14910","14540","15380","15520","15420","15710","15930","16310","16300","17390","15530","15810","15730","15170","14600","13170","13170","13930","14140","14050","","","",
"Suecia","SWE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53350","54240","56750","56510","58490","58230","63650","57380","58360","57270","53280","52500","54020","55200","53590","50210","48900","47140","46150","42880","48130","44590","42150","40550","39100","39200","38790","38330","36000","","","",
"Eswatini","SWZ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","940","830","730","1040","1000","780","1110","1140","1220","1130","1080","1070","1000","990","1010","1010","1040","1020","1070","1010","1020","1060","1550","960","1030","1230","1040","1090","","","",
"Sint Maarten (Dutch part)","SXM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","180","180","190","210","200","240","350","440","520","580","640","540","550","750","700","740","650","700","510","440","400","450","410","460","500","540","590","620","","","",
"República Árabe Siria","SYR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29570","32110","31400","30760","31880","33690","36810","37150","40050","39280","39530","41300","41990","42280","44680","55600","58830","62120","64060","59160","59700","55920","45990","30530","27070","26040","26460","29100","27910","","","",
"Islas Turcas y Caicos","TCA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","400","410","410","420","440","450","460","470","490","510","520","530","760","770","800","820","880","950","970","1030","820","890","920","940","970","1020","1020","1070","","","",
